pair	label
fat less :: fat free	1
veggie :: vegetable	1
install :: instal	1
m 2 :: m2	1
mirchi :: pepper	1
jaggery :: gur	1
chilka :: thokka	1
betha :: bamboo	1
ltd :: limited	1
sooji :: rava	1
kharjura :: date	1
1960s :: 60s	1
faux :: fake	1
aamudham :: castor	1
swimsuit :: bather	1
jawar :: cholam	1
ajwain :: om	1
almond :: badam	1
salve :: ointment	1
fifty one :: 51	1
mirch :: sambhar	1
sunflower :: suryakanti	1
pea :: matar	1
shabuj :: green	1
bottine :: chaussure	1
thirty nine :: 39	1
cycling :: biking	1
digitizer :: digitiser	1
2008 :: 08	1
red :: laal	1
fourteen :: xiv	1
1987 :: 87	1
hittu :: flour	1
without dairy :: dairy less	1
caftan :: kaftan	1
massaging :: massager	1
rice :: akki	1
solum :: maize	1
cj6a :: cj6	1
soy less :: without soy	1
ingu :: hing	1
lobongo :: clove	1
filet :: fillet	1
global :: worldwide	1
smokin :: smoking	1
dairy less :: without dairy	1
bar b cue :: barbeque	1
perfume :: cologne	1
kodhumai :: wheat	1
gun :: rifle	1
cleaner :: cleanser	1
lab :: laboratory	1
pajama :: pjs	1
syrah :: shiraz	1
kanndi :: mirror	1
2002 :: 02	1
exam :: examination	1
thulasiboga :: tulsibhog	1
michael :: mike	1
نساء :: حريم	1
pickle :: pachallu	1
melaga :: chilli	1
thirty one :: 31	1
milk :: paal	1
fat less :: without fat	1
xjr :: xj r	1
sabudana :: sabu	1
non msg :: msg free	1
minapa :: urad	1
moong :: hesaru	1
sixty seven :: 67	1
chana :: sundal	1
salt less :: non salt	1
beson :: besan	1
スポーツグラス :: スポーツメガネ	1
spandex :: lycra	1
8th :: eighth	1
welly :: wellie	1
sneaker :: trainer	1
dhrakshi :: raisin	1
chilly :: milagai	1
shukno :: dried	1
sajjalu :: bajra	1
non nut :: nut less	1
elevated :: raised	1
rectangular :: rectangle	1
thaen :: honey	1
urad :: ullatham	1
twenty four :: 24	1
lube :: lubricant	1
awalakki :: flattened	1
slide :: scuff	1
xii :: twelve	1
raisin :: thiraatchai	1
clove :: krambu	1
gigabyte :: gb	1
four :: fourth	1
alcohol less :: non alcoholic	1
bindi :: tip	1
pacifier :: binky	1
without gluten :: no gluten	1
powder :: thool	1
umstandskleidung :: schwangerschaftskleidung	1
without sugar :: sugar free	1
soother :: pacifier	1
aviation :: aircraft	1
garlic :: lahsun	1
turmeric :: haladi	1
clothing :: clothe	1
lobia :: borbati	1
spool :: reel	1
goalkeeper :: goalkeeping	1
phd :: ph.d	1
halina :: milk	1
187 :: piccolo	1
no sugar :: non sugar	1
frier :: fryer	1
non slip :: no slip	1
13th :: 13	1
chickpea :: garbanzo	1
scouting :: scout	1
infrared :: ir	1
funny :: humorous	1
shaban :: soap	1
fifth :: five	1
first :: 1st	1
big :: boro	1
murmura :: moodhi	1
dinnerware :: dish	1
non fat :: fat free	1
dsi :: ndsi	1
khuskhus :: kasakasa	1
handbag :: purse	1
kambbu :: bajra	1
big :: periya	1
hannugalu :: fruit	1
cardigan :: gilet	1
gynaecology :: gynecology	1
pique nique :: pic nic	1
etiquette :: manner	1
ladka :: boy	1
schwangerschaftskleidung :: schwangerschaftsbekleidung	1
technology :: engineering	1
no latex :: latex free	1
guro :: powder	1
windshield :: windscreen	1
bag :: sack	1
strainer :: colander	1
hing :: perungayam	1
rumor :: rumour	1
iphone :: phone	1
mirror :: addham	1
lonka :: chilly	1
doggy :: doggie	1
gur :: jaggery	1
خمسة :: خمس	1
examination :: exam	1
a240 :: 240	1
crambu :: clove	1
teen :: teenager	1
11 :: 11th	1
jawar :: jola	1
tissue :: paper	1
maker :: machine	1
lubricant :: lube	1
flour :: gothumai	1
تاتش :: تتش	1
fifteen :: xv	1
powder :: pudi	1
xj8 :: xj 8	1
matra :: tablet	1
jewelry :: jewellery	1
1950 :: 50	1
sugar :: cheeni	1
muslim :: islamic	1
80s :: eighty	1
ladie :: lady	1
paddle :: racket	1
chilli :: menasina	1
lavanga :: clove	1
no stick :: non stick	1
ya :: teen	1
fenugreek :: menthulu	1
haldee :: turmeric	1
スポーツ 眼 鏡 :: スポーツグラス	1
clothe :: jama	1
twelve :: twelfth	1
flashgun :: flash	1
baal :: hair	1
eighteen :: 18th	1
kishmish :: raisin	1
venne :: butter	1
toor :: tuar	1
chilli :: milaga	1
ancestry :: genealogy	1
blond :: blonde	1
addham :: mirror	1
yalakakai :: cardamom	1
doctor :: dr	1
handkerchief :: hanky	1
green :: hesaru	1
kesar :: saffron	1
1976 :: 76	1
adhesive :: sticky	1
fennel :: sounf	1
kirana :: grocery	1
tory :: torie	1
sunflower :: surojmookhi	1
international :: intl	1
wheat :: kothumai	1
pea :: karaishuti	1
clove :: laung	1
diktiergerät :: diktiergeräte	1
kandi :: toor	1
hanky :: handkerchief	1
fifty :: 50s	1
music :: song	1
tengina :: coconut	1
cholam :: corn	1
atthi :: dried	1
propane :: gas	1
schwangerschaftskleidung :: umstandsmode	1
r15 :: r 15	1
thuvaram :: arhar	1
mekke :: maize	1
non toxic :: no toxic	1
business :: corporate	1
thirteen :: thirteenth	1
corvette :: vette	1
sambhar :: mirch	1
vol :: season	1
light :: flashlight	1
peni :: cock	1
fennel :: peruncheeragam	1
fifty three :: 53	1
kaaram :: paprika	1
dance :: dancing	1
auger :: snake	1
mainboard :: motherboard	1
ninety one :: 91	1
11 :: eleventh	1
attukulu :: poha	1
raisin :: drakshi	1
non sugar :: no sugar	1
saddle :: seat	1
white :: vellai	1
bike :: cycle	1
kalo :: black	1
1992 :: 92	1
seventy :: 70	1
headlight :: headlamp	1
adda :: mirror	1
scent :: perfume	1
short :: clothing	1
triathlon :: triathlete	1
teaching :: education	1
mustard :: kadugu	1
red :: lal	1
eleventh :: eleven	1
muger :: moong	1
sparkle :: glitter	1
cheere :: poha	1
non soy :: without soy	1
dosai :: dosa	1
onagida :: dried	1
doll :: bommai	1
coriander :: kothamalli	1
backpacker :: backpacking	1
kerchief :: bandana	1
cabinet :: safe	1
nature :: natural	1
mint :: pudina	1
chite :: dried	1
t shirt :: shirt	1
no marking :: non marking	1
no dairy :: non dairy	1
masoor :: mysore	1
flavor :: flavoring	1
motorhome :: rv	1
karupu :: black	1
ginger :: allam	1
seeraga :: cumin	1
construction :: building	1
fig :: anjir	1
fifty six :: 56	1
karuppu :: black	1
ثلاثة :: ثلاث	1
garlic :: poondu	1
toy :: bommaigal	1
nariyal :: coconut	1
moong :: moog	1
measurement :: measuring	1
working :: workin	1
1977 :: 77	1
makkasolam :: corn	1
thin :: slim	1
15 :: 15th	1
sofa :: couch	1
kajol :: kajal	1
twenty six :: 26	1
ointment :: balm	1
emli :: tamarind	1
haladi :: yellow	1
アレー :: ダンベル	1
vw :: volkswagen	1
umstandsmode :: umstandskleidung	1
usa :: u.s	1
flax :: shon	1
soy free :: without soy	1
ninety :: 90s	1
kadalai :: peanut	1
permanent press :: no iron	1
thirty eight :: 38	1
fifth :: 5th	1
white :: vella	1
staircase :: stairway	1
outerwear :: clothe	1
sherry :: sherrie	1
rv :: motorhome	1
carbohydrate :: carb	1
شيشة :: ارجيلة	1
earphone :: earbud	1
poha :: chura	1
appadam :: papad	1
سترة :: جاكيت	1
2000 :: 00	1
occult :: supernatural	1
holday :: yellow	1
menasu :: pepper	1
50s :: 1950s	1
xjr :: xj rs	1
math :: mathematic	1
surojmookhi :: sunflower	1
katuka :: kajal	1
poondu :: garlic	1
arisi :: rice	1
cooking :: cooker	1
grain :: ginja	1
bhutto :: maize	1
pentagram :: pentacle	1
maangai :: mango	1
sprouting :: germination	1
sunglass :: sunny	1
عشرة :: عشر	1
rava :: rawa	1
gothumai :: daliya	1
non marking :: no mark	1
13 :: xiii	1
nuvvula :: sesame	1
brown :: karupu	1
carb :: carbohydrate	1
sixty four :: 64	1
atti :: dried	1
no salt :: non salt	1
clove :: labang	1
backpacking :: backpacker	1
سشوار :: مجفف	1
cardamom :: ellaki	1
oil :: nuune	1
year :: yr	1
juggling :: juggle	1
holud :: turmeric	1
soy free :: non soy	1
1930s :: 1930 s	1
11th :: eleven	1
black :: kalo	1
humor :: humour	1
sculpture :: sculpting	1
mundakki :: murmura	1
coriander :: daniyalu	1
no dairy :: dairy less	1
aam :: mango	1
thirteenth :: thirteen	1
tog :: bather	1
pram :: stroller	1
flatware :: tableware	1
wheat :: godi	1
toor :: thuvaram	1
cheerleading :: cheerleader	1
jean :: vaquero	1
favour :: favor	1
16 :: sixteen	1
brown :: chola	1
chopping :: cutting	1
akhrot :: walnut	1
kobbari :: coconut	1
judgement :: judgment	1
no latex :: without latex	1
togari :: red	1
r.p.m :: rpm	1
padded :: cushioned	1
vi :: six	1
tc21 100 :: tc21100	1
no adhesive :: non adhesive	1
1st :: one	1
boost mobile :: boost	1
moisturizer :: moisturizing	1
khajoor :: date	1
big :: kalo	1
hing :: inguva	1
onesy :: jumpsuit	1
kismish :: raisin	1
yellow :: holday	1
john :: jon	1
detecting :: detector	1
segelschuhe :: herrenschuhe	1
kid :: child	1
ぶ ら 下 が り :: ぶ ら 下 り	1
1986 :: 86	1
instal :: install	1
pelalu :: popcorn	1
duffle :: duffel	1
autumn :: fall	1
yantramu :: machine	1
peeli :: yellow	1
menasu :: sambhar	1
netherland :: holland	1
mb :: megabyte	1
ep :: episode	1
pazham :: fruit	1
food :: kai	1
no gmo :: without gmo	1
david :: dave	1
boxer :: sous vêtement	1
perichai :: date	1
healthier :: healthy	1
bannister :: handrail	1
bada :: big	1
bereavement :: grief	1
posto :: khuskhus	1
baby :: kuzhandai	1
non alcoholic :: alcohol less	1
survival :: emergency	1
bamboo :: baan	1
thokka :: chilka	1
framing :: frame	1
pic nic :: pique nique	1
sabbu :: soap	1
uppu :: salt	1
pre amp :: preamplifier	1
sagubiyyam :: sabudana	1
lonkar :: chilli	1
no nut :: nut free	1
chaal :: rice	1
ww1 :: wwi	1
swimming :: swim	1
xjs :: xj s	1
short :: clothe	1
12 :: twelfth	1
golden :: gold	1
fake :: false	1
coaxial :: coax	1
hidden :: concealed	1
bullhorn :: megaphone	1
swimsuit :: swimmer	1
twelfth :: 12	1
butt :: anal	1
fifty :: 50	1
veterinarian :: veterinary	1
eighty four :: 84	1
fifteen :: fifteenth	1
14th :: fourteen	1
surf :: surfing	1
genealogy :: ancestry	1
vidhai :: seed	1
kala :: black	1
pudi :: powder	1
hair :: mathar	1
stairway :: staircase	1
two faced :: two face	1
jumper :: sweater	1
kaala :: black	1
date :: khejoor	1
chilka :: paasi	1
mustard :: avalu	1
scissor :: shear	1
mirror :: addhamu	1
pottery :: ceramic	1
colour :: color	1
oil :: ennai	1
silverware :: flatware	1
jaggery :: bella	1
vanta :: cooking	1
40 :: forty	1
mirch :: pepper	1
podugu :: long	1
peruncheeragam :: fennel	1
diabete :: diabetic	1
sixteenth :: 16	1
flavoring :: flavour	1
walnut :: akhrot	1
bbq :: bar b q	1
adapter :: adaptor	1
baptism :: christening	1
arhar :: kandi	1
ullutham :: urad	1
sculpting :: sculpture	1
1990 :: 90	1
r18i :: r 18i	1
mokkajonna :: maize	1
volume :: season	1
dresser :: vanity	1
マシーン :: マシン	1
non gmo :: gmo free	1
pachadi :: pickle	1
avvalakki :: poha	1
babyschuhe :: kinderschuhe	1
non soy :: soy less	1
javvarisi :: sabudana	1
ninety four :: 94	1
ebony :: ebonie	1
rotti :: bread	1
17 :: 17th	1
210 :: two ten	1
sery :: season	1
papad :: papod	1
19 :: xix	1
sixteenth :: 16th	1
ed :: eddie	1
pullover :: pull	1
chilka :: pasi	1
tableware :: flatware	1
20th :: twentieth	1
no iron :: permanent press	1
corn :: cholam	1
flattened :: chire	1
thenga :: coconut	1
grocery :: kaaikari	1
non salt :: lo salt	1
1967 :: 67	1
kombol :: blanket	1
non dairy :: dairy less	1
greg :: gregg	1
paasi :: chilka	1
17th :: seventeen	1
automobile :: car	1
grandmother :: grandma	1
seventeen :: 17	1
railroad :: railway	1
shon :: flax	1
kabob :: kebab	1
coconut :: tengina	1
r10 :: r 10	1
mike :: michael	1
pazham :: fig	1
dal :: parupu	1
seventy one :: 71	1
lobia :: bobbarlu	1
periya :: long	1
barbeque :: barbecue	1
mayonnaise :: mayo	1
harale :: castor	1
kettle :: jug	1
agricultural :: farming	1
stopper :: plug	1
dosa :: thosai	1
eighteenth :: eighteen	1
manga :: mango	1
mustache :: moustache	1
1997 :: 97	1
adhesive free :: non adhesive	1
methi :: venthayam	1
triathlete :: triathlon	1
compost :: composting	1
couch :: sofa	1
hard disk :: hard drive	1
twelfth :: 12th	1
supply :: samagri	1
garm :: garam	1
castor :: aamudhamu	1
wheat :: gothumai	1
け ん 垂 :: 懸 垂	1
detector :: sensor	1
lemongrass :: elumichai	1
arisana :: turmeric	1
1930s :: 30s	1
kesari :: saffron	1
salt free :: non salt	1
khabar :: food	1
16th :: 16	1
garam :: garm	1
jawar :: jonnalu	1
movie :: film	1
twenty three :: 23	1
pentacle :: pentagram	1
bar b que :: barbeque	1
wolfman :: werewolf	1
daimler :: daimler benz	1
pillow :: dhindu	1
education :: teaching	1
bottu :: bindi	1
purse :: handbag	1
cj6 :: cj 6	1
ingu :: asafoetida	1
seventy eight :: 78	1
black :: kala	1
boy :: ladko	1
without soy :: soy free	1
chaa :: tea	1
popcorn :: pelalu	1
cooking :: samayal	1
behavioural :: behavioral	1
cutting :: chopping	1
shirt :: clothe	1
handicap :: disability	1
thirty two :: 32	1
mammidi :: mango	1
mungil :: bamboo	1
fig :: pazham	1
orthopaedic :: orthopedic	1
projection :: projector	1
sooji :: suji	1
digitiser :: digitizer	1
17 :: seventeenth	1
no dairy :: dairy free	1
sugar :: chini	1
1985 :: 85	1
lobia :: thata	1
boot :: bottine	1
sugarfree :: sugarless	1
moong :: pesara	1
dhania :: coriander	1
barbecue :: bar b que	1
million :: 000,000	1
poha :: chiray	1
cinnamon :: dalchini	1
2004 :: 04	1
laung :: clove	1
eighteen :: xviii	1
vol :: volume	1
2001 :: 01	1
vaamu :: ajwain	1
salt less :: no salt	1
samayal :: baking	1
paratha :: porotha	1
mirror :: kanndi	1
castor :: harale	1
bindi :: pottu	1
soy less :: no soy	1
tamarind :: tetul	1
krabbelschuhe :: babyschuhe	1
soutien gorge :: sous vêtement	1
ladki :: girl	1
ravva :: sooji	1
sweatshirt :: sweater	1
19 :: 19th	1
rave :: sooji	1
soan :: son	1
behavioral :: behavioural	1
フィットネス :: シェイプアップ	1
cardamom :: yalakakai	1
thalaianai :: pillow	1
seed :: ginjalu	1
jandal :: sandal	1
grate :: grating	1
ginger :: adrak	1
lense :: len	1
salve :: balm	1
mac :: apple	1
shaped :: shape	1
1980s :: 1980 s	1
mustang :: stang	1
desk :: table	1
エクササイズ :: トレーニング	1
polish :: paint	1
pregnancy :: maternity	1
1968 :: 68	1
journal :: diary	1
convertor :: converter	1
moongil :: bamboo	1
engineering :: technology	1
browny :: brownie	1
professional :: pro	1
tv :: television	1
investment :: investing	1
kajal :: kadage	1
xj12 :: xj 12	1
coupling :: coupler	1
r16 :: r 16	1
tablet :: maathirai	1
makkhan :: butter	1
scouring :: scrubbing	1
fruit :: pazhangal	1
vidhai :: grain	1
cha :: tea	1
thirty five :: 35	1
1970s :: 1970 s	1
dörrobstmotte :: dörrobstmotten	1
جاكيت :: سويتر	1
polish :: lacquer	1
anjeer :: fig	1
seventy nine :: 79	1
organizer :: organiser	1
bamboo :: moongil	1
kadle :: besan	1
jau :: barley	1
pram :: carriage	1
ellaki :: cardamom	1
90s :: 1990s	1
badam :: peanut	1
flower :: floral	1
reducing :: reduction	1
fifteenth :: 15th	1
yellow :: peeli	1
grain :: wheat	1
sunflower :: suriyakandhi	1
aquarium :: fishtank	1
rerir :: castor	1
theatre :: theater	1
vanity :: dresser	1
seventeenth :: 17th	1
exploration :: explorer	1
elumichai :: lemongrass	1
slipper :: houseshoe	1
tyre :: tire	1
fig :: dumur	1
dollie :: dolly	1
seventy six :: 76	1
1956 :: 56	1
poha :: aval	1
cradle :: dolna	1
catsup :: ketchup	1
non adhesive :: adhesive free	1
tramping :: hiking	1
expandible :: expandable	1
r12 :: r 12	1
seat :: saddle	1
m.m.o :: mmo	1
sixteen :: sixteenth	1
besan :: beson	1
ぶ ら 下 り :: ぶ ら 下 が り	1
menasina :: chilli	1
bar b q :: barbeque	1
アレイ :: ダンベル	1
infant :: baby	1
soap :: bar	1
duvet :: doona	1
datsun :: nissan	1
2nd :: second	1
xv :: 15	1
xvi :: 16	1
doll :: putul	1
big :: dodda	1
sambar :: sambhar	1
khelna :: toy	1
adhesive free :: no adhesive	1
pachallu :: pickle	1
without sugar :: non sugar	1
1965 :: 65	1
masuri :: masoor	1
suitcase :: luggage	1
fifty eight :: 58	1
duplicator :: copier	1
analyser :: analyzer	1
thirteenth :: 13	1
sandal :: thong	1
7th :: seventh	1
murmura :: muri	1
bra :: clothing	1
khasakhasa :: khuskhus	1
dave :: david	1
fal :: fruit	1
no nut :: without nut	1
nightgown :: nightie	1
kambu :: bajra	1
tamarind :: emli	1
tulsibhog :: thulasiboga	1
beeja :: seed	1
ginja :: grain	1
no iron :: non iron	1
ninety two :: 92	1
walnut :: vadhumai	1
fifteen :: 15th	1
ed :: edward	1
doll :: gombe	1
ethic :: morality	1
corn :: solam	1
1988 :: 88	1
fat free :: no fat	1
tr6 :: tr 6	1
pepper :: marich	1
electrical :: electric	1
streamer :: banner	1
seasoning :: flavouring	1
blonde :: blond	1
drug :: pharmaceutical	1
table :: bench	1
perunchiragam :: fennel	1
eleven :: 11	1
viii :: eight	1
teacher :: instructor	1
fourteen :: 14	1
cinnamon :: lavangapattai	1
جوتشي :: قوتشي	1
alcohol free :: alcohol less	1
jungen :: kinder	1
salt free :: no salt	1
nine :: ix	1
mirror :: aaina	1
mango :: maangai	1
poha :: attukulu	1
fenugreek :: venthayam	1
cholam :: jawar	1
twenty two :: 22	1
cj3 :: cj 3	1
doll :: gudia	1
tablet :: matra	1
paranormal :: supernatural	1
kadalebeeja :: peanut	1
paasi :: moong	1
sealant :: sealer	1
pikachu :: pikachoo	1
takiya :: pillow	1
coconut :: kobbari	1
racket :: racquet	1
polisher :: buffer	1
saber :: sabre	1
lycra :: spandex	1
serviette :: napkin	1
split :: badha	1
large :: big	1
erra :: red	1
suthikarikapatta :: refined	1
ii :: two	1
vii :: seven	1
vandi :: walker	1
cumin :: jeeray	1
エクササイズ :: シェイプアップ	1
fourteen :: fourteenth	1
shaving :: shave	1
manner :: etiquette	1
スイム :: スイミング	1
halu :: milk	1
طاوله :: طرابيزه	1
weight :: baruvu	1
mirchi :: chilli	1
flour :: hittu	1
penmanship :: handwriting	1
pikachu :: picachoo	1
cinnamon :: elavangapattai	1
toy :: khilona	1
wwi :: ww1	1
inguva :: hing	1
haldi :: turmeric	1
l.e.d :: led	1
non fat :: without fat	1
garlic :: pundu	1
tip :: bindi	1
statistic :: stat	1
underwear :: clothe	1
seventeenth :: 17	1
ninety eight :: 98	1
cj5a :: cj 5a	1
sajje :: bajra	1
dhuppati :: blanket	1
hoody :: hoodie	1
thirty four :: 34	1
sivapu :: red	1
pasi :: moong	1
fifty four :: 54	1
umpire :: referee	1
cashew :: cashewnut	1
mom :: mommy	1
jumbo :: giant	1
case :: box	1
paalu :: milk	1
ullatham :: urad	1
pea :: battani	1
five :: fifth	1
u.s :: usa	1
chilka :: khosa	1
1990s :: 1990 s	1
information :: datum	1
klodeckel :: toilettendeckel	1
natural :: nature	1
pasi :: chilka	1
tenth :: 10th	1
nicd :: nicad	1
raisin :: dhrakshi	1
sixteen :: xvi	1
fragrance :: perfume	1
workin :: working	1
cinema :: theater	1
people :: person	1
11th :: eleventh	1
camo :: camouflage	1
gorom :: garam	1
nineteenth :: 19	1
brown :: konda	1
cleaner :: filter	1
soy free :: soy less	1
red :: erra	1
pooje :: pooja	1
cumin :: jeera	1
faux :: imitation	1
flattened :: chura	1
menasu :: chilly	1
person :: people	1
burka :: burqa	1
boardshort :: boardie	1
vandi :: stroller	1
teen :: ya	1
outside :: outdoor	1
non salt :: without salt	1
yellow :: halood	1
comforter :: quilt	1
detergent :: soap	1
jafran :: saffron	1
xvii :: 17	1
trachten :: tracht	1
narkol :: coconut	1
soap :: sabbu	1
no soy :: without soy	1
hair :: baal	1
nut less :: without nut	1
bike :: bicycle	1
ajwain :: vammu	1
oma :: ajwain	1
powder :: guro	1
dancing :: dance	1
castor :: aamudham	1
r8 :: r 8	1
castor :: haral	1
maavu :: flour	1
studebaker :: stude	1
bhutta :: maize	1
ada :: ginger	1
bra :: clothe	1
tea :: chaa	1
nadai :: stroller	1
edward :: ed	1
terabyte :: tb	1
sooji :: rave	1
clothe :: clothing	1
kasakasa :: khuskhus	1
salt :: uppu	1
eighth :: eight	1
bather :: swimsuit	1
fibreglass :: fiberglass	1
decal :: sticker	1
مراتب :: شراشف	1
17th :: seventeenth	1
espionage :: spy	1
salt :: namak	1
sixth :: 6th	1
heat :: heating	1
clove :: lavangam	1
pillow :: dhimbu	1
jackd :: jack'd	1
non sugar :: sugar free	1
third :: three	1
nut free :: nut less	1
quiksilver :: quicksilver	1
can't :: cannot	1
coriander :: kothumalli	1
chola :: kabuli	1
thalagaani :: pillow	1
bellam :: jaggery	1
dhuvvena :: comb	1
sukha :: dried	1
sooji :: shooji	1
dörrobstmotten :: dörrobstmotte	1
emergency :: survival	1
notepad :: notebook	1
13th :: thirteenth	1
forty nine :: 49	1
forty five :: 45	1
sarkarai :: sugar	1
holland :: netherland	1
سجاد :: زوليه	1
1951 :: 51	1
avalu :: mustard	1
bommai :: toy	1
ウエイト :: ウェイト	1
sarah :: sara	1
solam :: jawar	1
tella :: white	1
drink :: beverage	1
mädchen :: kinder	1
girl :: ladki	1
asafoetida :: ingu	1
xiii :: thirteen	1
corn :: makkasolam	1
hat :: cap	1
bonnet :: chapeau	1
twentieth :: 20th	1
coupler :: coupling	1
seven :: 7th	1
cj5 :: cj 5	1
barbeque :: bar b q	1
lighted :: illuminated	1
dal :: daal	1
menthe :: fenugreek	1
maize :: bhutto	1
sound :: audio	1
sixty six :: 66	1
jaggery :: vellam	1
حقيبه :: شنطه	1
tracking :: tracker	1
seed :: beeja	1
سشوار :: استشوار	1
subaru :: subie	1
konda :: brown	1
kadugu :: mustard	1
umstandsbekleidung :: schwangerschaftsbekleidung	1
corn :: makkacholam	1
cloth :: fabric	1
godhuma :: brown	1
duvvena :: comb	1
gmo free :: non gmo	1
dosa :: dosai	1
curtain :: drape	1
sweet :: meetha	1
peanut :: kadalai	1
vendhayam :: methi	1
bellulli :: garlic	1
saffron :: kunguma	1
smell :: odor	1
munthiri :: cashewnut	1
peanut :: kadalebeeja	1
10th :: ten	1
wallet :: purse	1
drug :: medication	1
werewolf :: wolfman	1
raisin :: kismish	1
godi :: wheat	1
gold :: golden	1
grain :: anaj	1
energizer :: energiser	1
sambhar :: mirchi	1
jilakarra :: cumin	1
no skid :: non skid	1
nutmeg :: jajikaya	1
bedspread :: coverlet	1
butter :: venne	1
microsd :: sd	1
imli :: tamarind	1
eddie :: edward	1
idli :: idly	1
ghee :: neyya	1
shoe :: juto	1
battlefield :: bf	1
sweat :: sweatshirt	1
lawyer :: attorney	1
garam :: gorom	1
no toxic :: non toxic	1
enne :: oil	1
yalakulu :: cardamom	1
ointment :: cream	1
lamp :: light	1
18 :: xviii	1
whisky :: whiskey	1
chilly :: lonka	1
shoe :: juta	1
1959 :: 59	1
tricycle :: trike	1
juan :: ajwain	1
kapda :: clothe	1
uddina :: black	1
disposal :: disposer	1
mango :: maanga	1
masque :: mask	1
000 :: thousand	1
vibrator :: vibe	1
shabu :: sabudana	1
blazer :: clothe	1
chilli :: milagai	1
akki :: rice	1
fifty five :: 55	1
melagu :: sambhar	1
heeng :: asafoetida	1
namkeen :: nonta	1
three :: third	1
1982 :: 82	1
boy :: ladka	1
chicken :: murga	1
turmeric :: haldi	1
8th :: eight	1
non latex :: without latex	1
pindi :: flour	1
50s :: fifty	1
kid :: bachon	1
hing :: asafoetida	1
weihnachtsmusik :: weihnachten	1
megaphone :: bullhorn	1
chura :: poha	1
ix :: nine	1
headlamp :: headlight	1
aata :: flour	1
zeera :: cumin	1
jean :: pantalon	1
doll :: bomma	1
samayal :: cooking	1
green :: pacha	1
movie :: movy	1
giant :: jumbo	1
1974 :: 74	1
chana :: kadalai	1
gynecology :: gynaecology	1
centre :: center	1
oorkaai :: pickle	1
diktier gerät :: diktiergerät	1
menthulu :: fenugreek	1
oil :: enne	1
guria :: doll	1
jayikayi :: nutmeg	1
4th :: fourth	1
eddie :: ed	1
international :: in'l	1
khuskhus :: ghasaghasalu	1
garden :: gardening	1
cannot :: can't	1
compactflash :: cf	1
six :: 6th	1
perungayam :: hing	1
fall :: autumn	1
nei :: ghee	1
supernatural :: paranormal	1
sweater :: sweatshirt	1
seeraga :: zeera	1
xiii :: 13	1
50 :: fifty	1
stewart :: stuart	1
chilly :: melaga	1
nineteen :: xix	1
14 :: fourteenth	1
no nut :: nut less	1
ph.d :: phd	1
1991 :: 91	1
papod :: papad	1
thool :: powder	1
myanmar :: burma	1
billiard :: pool	1
loungwear :: trackie	1
saban :: soap	1
non sugar :: sugar less	1
no soy :: soy less	1
thread :: floss	1
chana :: kadala	1
sweatpant :: sweat	1
non alcoholic :: alcohol free	1
xvi :: sixteen	1
kothumai :: wheat	1
dhonay :: coriander	1
seasoning :: spice	1
glitter :: sparkle	1
ajwain :: oma	1
ajwain :: juan	1
bmw :: bimmer	1
non fat :: no fat	1
ellakaai :: cardamom	1
teep :: bindi	1
measuring :: measure	1
achar :: pickle	1
blouson :: veste	1
cj7 :: cj 7	1
سبعة :: سبع	1
lbs :: pound	1
lamba :: long	1
non dairy :: dairy free	1
unavu :: food	1
walnut :: akkrut	1
clove :: lobongo	1
spy :: espionage	1
جونتي :: قفاز	1
halood :: yellow	1
disk :: disc	1
pazhangal :: fruit	1
swimwear :: tog	1
水 泳 :: スイム	1
underwear :: clothing	1
non allergenic :: hypo allergenic	1
kalu :: grain	1
vammu :: ajwain	1
ajwain :: vaamu	1
zahnbürste :: sonicare	1
moong :: paasi	1
double :: rettai	1
collapsible :: collapsable	1
dairy free :: no dairy	1
maize :: chola	1
coop :: house	1
chilka :: pottu	1
urad :: udina	1
jewelled :: jeweled	1
lavangam :: cinnamon	1
mocassin :: chaussure	1
statue :: sculpture	1
manikin :: mannequin	1
paddling :: kayaking	1
non iron :: no iron	1
perfume :: scent	1
yellow :: manjal	1
no sugar :: without sugar	1
dhone :: coriander	1
dalchini :: cinnamon	1
1920s :: 1920 s	1
two face :: two faced	1
scuff :: slide	1
懸 垂 :: け ん 垂	1
trainer :: sneaker	1
peanut :: verkadalai	1
chola :: brown	1
gehoon :: wheat	1
non pareil :: no pareil	1
canoe :: kayak	1
bicycle :: cycle	1
128i :: 128	1
black :: karuppu	1
anjura :: fig	1
shooji :: rawa	1
kittie :: kitty	1
milagai :: chilly	1
vivid :: sharpie	1
chilli :: lonka	1
blazer :: blouson	1
traveller :: traveler	1
sambhar :: melagu	1
rettai :: double	1
without nut :: nut free	1
1500 :: magnum	1
long :: lomba	1
thirteen :: 13th	1
seepu :: comb	1
kothumalli :: coriander	1
tog :: swimsuit	1
three :: iii	1
19th :: 19	1
no msg :: non msg	1
whole :: gullu	1
germination :: sprouting	1
rucksack :: backpack	1
tube :: tubing	1
rubie :: ruby	1
gam :: wheat	1
1978 :: 78	1
binky :: pacifier	1
cumin :: seeraga	1
1971 :: 71	1
sweatshirt :: pullover	1
carry :: carrie	1
pillow :: takiya	1
soft air :: airsoft	1
sugar :: sarkarai	1
non salt :: no salt	1
seventy two :: 72	1
juttu :: hair	1
non sugar :: lo sugar	1
baruvu :: weight	1
nalla :: black	1
